Name,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK,manager,year,Position,center,lw,rw,defence,multi_position,GWG
Josh Anderson,22,6,2,-6,13,0,44,54,13,Speak Up I'm Wasted,2020,RW,0,0,1,0,0,NA
Jared Spurgeon,19,3,11,-1,2,6,27,15,42,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
Ryan Nugent-Hopkins,8,1,3,0,6,2,21,4,5,Speak Up I'm Wasted,2020,"C,LW",1,1,0,0,1,NA
Leon Draisaitl,53,30,49,30,24,31,160,35,12,Sugar Kane,2020,"C,LW",1,1,0,0,1,NA
Jonathan Drouin,4,0,3,0,2,1,2,4,1,Sugar Kane,2020,LW,0,1,0,0,0,NA
Mikko Rantanen,49,30,31,25,32,23,170,23,17,Sugar Kane,2020,RW,0,0,1,0,0,NA
Cale Makar,40,8,35,12,8,22,99,46,34,Sugar Kane,2020,D,0,0,0,1,0,NA
Torey Krug,47,1,27,7,25,11,103,47,53,Sugar Kane,2020,D,0,0,0,1,0,NA
Shea Weber,47,6,12,-5,33,10,103,70,64,Sugar Kane,2020,D,0,0,0,1,0,NA
Evgeny Kuznetsov,19,2,9,5,8,2,36,8,9,Sugar Kane,2020,C,1,0,0,0,0,NA
Sean Monahan,11,2,8,-1,2,3,25,6,5,Sugar Kane,2020,C,1,0,0,0,0,NA
William Carrier,8,0,0,-2,4,0,9,19,2,Sugar Kane,2020,LW,0,1,0,0,0,NA
Teuvo Teravainen,8,0,1,0,0,0,17,4,4,Sugar Kane,2020,"LW,RW",0,1,1,0,1,NA
Drew Doughty,3,0,1,-3,2,0,2,7,10,Sugar Kane,2020,D,0,0,0,1,0,NA
Mark Borowiecki,3,0,0,2,0,0,1,5,5,Sugar Kane,2020,D,0,0,0,1,0,NA
Patric Hornqvist,40,14,15,-5,39,11,130,70,22,Sugar Kane,2020,RW,0,0,1,0,0,NA
Radko Gudas,1,0,0,0,0,0,0,2,2,Sugar Kane,2020,D,0,0,0,1,0,NA
Ben Chiarot,22,1,4,-1,35,1,52,31,31,Sugar Kane,2020,D,0,0,0,1,0,NA
Alex Tuch,3,1,1,0,4,0,4,3,2,Sugar Kane,2020,"LW,RW",0,1,1,0,1,NA
Jacob Trouba,8,0,1,0,10,0,14,25,24,Sugar Kane,2020,D,0,0,0,1,0,NA
Dominik Kubalik,7,0,3,-1,0,2,22,6,3,Sugar Kane,2020,"LW,RW",0,1,1,0,1,NA
Roope Hintz,7,3,1,-1,2,2,19,9,2,Sugar Kane,2020,C,1,0,0,0,0,NA
David Pastrnak,47,20,27,10,24,14,174,33,12,Sugar Kane,2020,RW,0,0,1,0,0,NA
Jordan Greenway,3,0,1,1,2,0,3,8,2,Sugar Kane,2020,LW,0,1,0,0,0,NA
Christian Dvorak,1,0,0,0,2,0,0,0,0,Sugar Kane,2020,LW,0,1,0,0,0,NA
James van Riemsdyk,24,6,10,-2,8,2,54,19,6,Sugar Kane,2020,LW,0,1,0,0,0,NA
Nick Schmaltz,1,0,0,-1,0,0,3,1,1,Sugar Kane,2020,C,1,0,0,0,0,NA
Timo Meier,30,5,13,-3,12,7,90,40,15,Sugar Kane,2020,"LW,RW",0,1,1,0,1,NA
Justin Schultz,4,0,1,0,2,0,5,1,6,Sugar Kane,2020,D,0,0,0,1,0,NA
Brock McGinn,2,0,1,2,0,0,1,1,0,Sugar Kane,2020,LW,0,1,0,0,0,NA
Josh Morrissey,1,0,0,-1,2,0,3,2,3,Sugar Kane,2020,D,0,0,0,1,0,NA
Calvin de Haan,4,0,3,4,2,0,5,7,6,Sugar Kane,2020,D,0,0,0,1,0,NA
Marcus Foligno,2,1,1,2,4,0,4,2,2,Sugar Kane,2020,LW,0,1,0,0,0,NA
Jean-Gabriel Pageau,29,5,10,5,6,3,36,65,31,Sugar Kane,2020,C,1,0,0,0,0,NA
Drake Batherson,2,0,1,-1,0,0,2,4,1,Sugar Kane,2020,RW,0,0,1,0,0,NA
Ondrej Palat,34,6,24,-1,22,11,68,49,25,Sugar Kane,2020,LW,0,1,0,0,0,NA
MacKenzie Weegar,1,0,2,1,0,0,0,0,2,Sugar Kane,2020,D,0,0,0,1,0,NA
Erik Cernak,5,0,2,2,4,0,12,7,4,Sugar Kane,2020,D,0,0,0,1,0,NA
Ryan Graves,4,0,1,2,0,0,6,9,3,Sugar Kane,2020,D,0,0,0,1,0,NA
Joel Edmundson,15,0,2,1,8,0,19,33,30,Sugar Kane,2020,D,0,0,0,1,0,NA
Jamie Drysdale,1,0,0,-1,0,0,3,0,0,Sugar Kane,2020,D,0,0,0,1,0,NA
Pierre-Luc Dubois,3,1,1,1,2,1,5,2,0,Sugar Kane,2020,C,1,0,0,0,0,NA
Garnet Hathaway,4,0,2,-1,10,0,7,14,5,Sugar Kane,2020,RW,0,0,1,0,0,NA
Connor Murphy,12,0,3,2,2,0,25,21,35,Sugar Kane,2020,D,0,0,0,1,0,NA
Joel Eriksson Ek,4,1,0,-2,6,0,9,10,3,Sugar Kane,2020,C,1,0,0,0,0,NA
Brock Nelson,1,0,1,-1,0,1,2,0,0,Sugar Kane,2020,C,1,0,0,0,0,NA
Max Comtois,3,0,1,-1,7,0,3,7,3,Sugar Kane,2020,C,1,0,0,0,0,NA
Brayden McNabb,1,0,0,0,0,0,0,1,2,Sugar Kane,2020,D,0,0,0,1,0,NA
Alex Goligoski,11,1,7,-5,2,3,15,16,17,Sugar Kane,2020,D,0,0,0,1,0,NA
Anthony Duclair,9,4,6,10,6,1,17,5,3,Sugar Kane,2020,C,1,0,0,0,0,NA
Cody Ceci,2,0,0,-1,0,0,3,3,1,Sugar Kane,2020,D,0,0,0,1,0,NA
Esa Lindell,6,0,0,2,2,0,12,10,13,Sugar Kane,2020,D,0,0,0,1,0,NA
Chandler Stephenson,6,2,3,0,0,0,14,6,2,Sugar Kane,2020,C,1,0,0,0,0,NA
Scott Laughton,1,0,0,2,0,0,0,2,0,Sugar Kane,2020,C,1,0,0,0,0,NA
Gabriel Landeskog,48,18,27,8,34,14,138,69,23,The Glatt Pack,2020,"C,LW",1,1,0,0,1,NA
John Tavares,52,17,29,13,12,11,145,46,26,The Glatt Pack,2020,C,1,0,0,0,0,NA
Steven Stamkos,38,17,17,5,16,15,91,38,10,The Glatt Pack,2020,"LW,RW",0,1,1,0,1,NA
Anze Kopitar,50,13,34,-1,10,20,109,39,35,The Glatt Pack,2020,C,1,0,0,0,0,NA
Nikolaj Ehlers,40,18,22,14,11,10,115,19,11,The Glatt Pack,2020,"LW,RW",0,1,1,0,1,NA
Matt Duchene,18,3,5,-10,4,3,38,13,3,The Glatt Pack,2020,C,1,0,0,0,0,NA
Kevin Fiala,46,18,18,-1,41,12,148,26,13,The Glatt Pack,2020,"LW,RW",0,1,1,0,1,NA
Alex Pietrangelo,16,2,6,9,2,1,43,14,39,The Glatt Pack,2020,D,0,0,0,1,0,NA
Erik Karlsson,49,7,14,-16,14,7,100,20,68,The Glatt Pack,2020,D,0,0,0,1,0,NA
Oliver Ekman-Larsson,41,2,20,-11,30,12,75,57,23,The Glatt Pack,2020,D,0,0,0,1,0,NA
Rasmus Dahlin,50,5,16,-30,26,10,97,76,42,The Glatt Pack,2020,D,0,0,0,1,0,NA
Kyle Palmieri,15,3,6,-2,12,3,41,15,8,The Glatt Pack,2020,RW,0,0,1,0,0,NA
Ryan Suter,53,3,14,9,12,6,83,36,63,The Glatt Pack,2020,D,0,0,0,1,0,NA
Jared Spurgeon,9,0,2,-4,0,0,16,8,16,The Glatt Pack,2020,D,0,0,0,1,0,NA
Ryan Graves,6,0,1,-1,0,0,13,14,6,The Glatt Pack,2020,D,0,0,0,1,0,NA
Pavel Zacha,31,10,9,-10,4,7,67,27,6,The Glatt Pack,2020,C,1,0,0,0,0,NA
Kirill Kaprizov,34,21,13,5,12,12,116,21,12,The Glatt Pack,2020,LW,0,1,0,0,0,NA
Alex Killorn,5,1,2,1,6,0,13,7,1,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Josh Anderson,22,11,5,4,21,2,62,57,10,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Mark Scheifele,51,19,37,-10,12,17,112,28,36,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Mathew Barzal,50,12,24,12,42,7,121,20,13,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Kyle Connor,48,19,20,-7,8,12,140,14,18,The Hans Grubauers,2020,LW,0,1,0,0,0,NA
Brad Marchand,51,27,38,26,42,16,138,64,11,The Hans Grubauers,2020,LW,0,1,0,0,0,NA
Mark Stone,53,21,39,25,28,17,95,30,32,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Tom Wilson,46,13,19,2,86,8,82,101,24,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
John Carlson,52,10,34,-6,12,15,128,52,69,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Seth Jones,54,5,21,-18,26,8,136,101,97,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Jacob Trouba,3,0,0,-2,2,0,9,10,3,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Jaccob Slavin,7,0,2,4,0,0,7,7,14,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Pierre-Luc Dubois,8,1,4,-1,4,0,11,12,6,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Aaron Ekblad,35,11,11,5,33,11,102,23,25,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Alexander Romanov,4,0,0,5,2,0,10,8,3,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Tyler Motte,1,2,0,2,0,0,6,1,2,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Carter Verhaeghe,5,3,1,0,2,0,9,2,1,The Hans Grubauers,2020,"C,LW",1,1,0,0,1,NA
Denis Gurianov,9,1,3,-7,2,2,19,13,2,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
David Krejci,5,0,6,3,0,2,9,3,3,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Alec Martinez,44,9,17,19,8,8,73,32,132,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Nick Ritchie,2,1,0,1,0,0,6,2,0,The Hans Grubauers,2020,LW,0,1,0,0,0,NA
Nino Niederreiter,6,2,2,2,0,1,16,4,1,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Dustin Brown,4,3,1,1,4,0,10,8,0,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Kevin Hayes,1,0,0,0,2,0,3,0,0,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Roope Hintz,1,0,0,0,0,0,2,1,0,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Miro Heiskanen,8,3,3,3,2,2,23,3,9,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Alex Tuch,4,3,0,4,2,0,10,2,4,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Vladimir Tarasenko,7,1,4,-6,0,2,16,7,5,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Josh Morrissey,21,2,5,-2,11,2,39,29,31,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Jakub Vrana,6,0,1,-3,2,0,8,3,1,The Hans Grubauers,2020,LW,0,1,0,0,0,NA
Joel Eriksson Ek,1,0,0,-1,0,0,4,2,1,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Jonathan Marchessault,23,8,11,10,6,3,77,19,5,The Hans Grubauers,2020,"C,LW",1,1,0,0,1,NA
Wayne Simmonds,6,1,0,0,4,0,8,5,2,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Jason Robertson,20,7,12,5,8,4,59,16,3,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Eeli Tolvanen,4,2,1,-2,0,2,8,9,2,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Clayton Keller,1,0,0,-3,0,0,1,1,0,The Hans Grubauers,2020,"LW,RW",0,1,1,0,1,NA
Esa Lindell,6,0,2,7,0,0,6,19,17,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Jamie Oleksiak,16,3,3,-3,4,0,31,43,32,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Craig Smith,4,1,0,3,0,1,9,4,1,The Hans Grubauers,2020,RW,0,0,1,0,0,NA
Luke Kunin,2,1,0,0,0,0,6,6,1,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Tomas Hertl,1,0,0,-1,0,0,1,0,0,The Hans Grubauers,2020,"C,LW",1,1,0,0,1,NA
Cal Clutterbuck,1,0,0,0,0,0,1,2,0,The Hans Grubauers,2020,D,0,0,0,1,0,NA
Sam Bennett,1,1,1,1,12,1,3,1,0,The Hans Grubauers,2020,C,1,0,0,0,0,NA
Shea Theodore,76,14,37,7,24,11,203,37,93,BunchaPigeons,2021,D,0,0,0,1,0,NA
Nick Suzuki,21,4,11,-7,2,5,45,17,11,BunchaPigeons,2021,C,1,0,0,0,0,NA
Jonathan Toews,2,0,0,-1,0,0,3,2,0,BunchaPigeons,2021,C,1,0,0,0,0,NA
Artemi Panarin,75,22,74,21,18,37,177,22,14,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Chris Kreider,81,52,25,22,24,33,258,141,39,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Patrick Kane,75,26,64,-17,16,30,276,10,25,BunchaPigeons,2021,RW,0,0,1,0,0,NA
Dominik Kubalik,5,2,0,-5,2,1,11,10,3,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Tyson Barrie,52,4,22,-1,10,12,102,21,54,BunchaPigeons,2021,D,0,0,0,1,0,NA
Samuel Girard,5,0,2,-5,2,0,4,3,8,BunchaPigeons,2021,D,0,0,0,1,0,NA
Sebastian Aho,78,35,44,18,38,28,214,76,23,BunchaPigeons,2021,C,1,0,0,0,0,NA
Alexander Radulov,5,0,1,-1,0,0,9,6,6,BunchaPigeons,2021,RW,0,0,1,0,0,NA
Roman Josi,79,22,73,13,44,36,276,66,132,BunchaPigeons,2021,D,0,0,0,1,0,NA
Ryan Ellis,4,1,4,2,0,2,6,1,6,BunchaPigeons,2021,D,0,0,0,1,0,NA
Jaccob Slavin,1,0,1,0,0,0,0,0,1,BunchaPigeons,2021,D,0,0,0,1,0,NA
Jeff Carter,1,0,0,-1,0,0,4,1,0,BunchaPigeons,2021,C,1,0,0,0,0,NA
Erik Karlsson,9,2,2,2,2,2,21,5,8,BunchaPigeons,2021,D,0,0,0,1,0,NA
Mats Zuccarello,3,1,1,-1,2,0,7,0,1,BunchaPigeons,2021,RW,0,0,1,0,0,NA
Nate Schmidt,4,0,2,0,0,2,5,2,9,BunchaPigeons,2021,D,0,0,0,1,0,NA
Zack Kassian,1,0,0,-2,0,0,0,3,0,BunchaPigeons,2021,RW,0,0,1,0,0,NA
Blake Coleman,5,1,0,2,4,0,13,10,3,BunchaPigeons,2021,"LW,RW",0,1,1,0,1,NA
Mason Marchment,9,0,2,1,13,0,12,20,2,BunchaPigeons,2021,"LW,RW",0,1,1,0,1,NA
Josh Norris,13,3,3,-6,4,3,26,16,10,BunchaPigeons,2021,C,1,0,0,0,0,NA
Marco Scandella,3,0,0,1,0,0,3,2,3,BunchaPigeons,2021,D,0,0,0,1,0,NA
Ivan Provorov,14,2,5,-11,8,3,33,8,31,BunchaPigeons,2021,D,0,0,0,1,0,NA
Ryan Pulock,1,0,0,-2,0,0,2,0,4,BunchaPigeons,2021,D,0,0,0,1,0,NA
Tyler Bertuzzi,3,0,1,-1,2,0,7,5,3,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Jamie Oleksiak,8,0,3,1,0,0,13,16,11,BunchaPigeons,2021,D,0,0,0,1,0,NA
Ryan Hartman,33,11,12,11,44,2,93,25,19,BunchaPigeons,2021,"C,RW",1,0,1,0,1,NA
Roope Hintz,62,32,32,19,22,21,163,64,43,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Mathew Barzal,14,4,11,1,4,5,30,9,3,BunchaPigeons,2021,C,1,0,0,0,0,NA
Evan Bouchard,8,0,3,0,2,0,16,8,11,BunchaPigeons,2021,D,0,0,0,1,0,NA
Andre Burakovsky,6,0,3,2,4,0,6,3,2,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Vladislav Gavrikov,1,0,0,-4,0,0,0,1,1,BunchaPigeons,2021,D,0,0,0,1,0,NA
Sam Reinhart,1,1,0,0,0,0,5,0,0,BunchaPigeons,2021,"C,RW",1,0,1,0,1,NA
Blake Wheeler,3,1,4,1,2,2,13,3,1,BunchaPigeons,2021,RW,0,0,1,0,0,NA
Ryan McDonagh,1,0,0,-1,0,0,0,0,0,BunchaPigeons,2021,D,0,0,0,1,0,NA
Jonas Brodin,1,0,0,2,2,0,2,2,1,BunchaPigeons,2021,D,0,0,0,1,0,NA
John Klingberg,10,0,3,-8,6,0,15,5,9,BunchaPigeons,2021,D,0,0,0,1,0,NA
Elias Pettersson,4,0,2,1,0,0,6,0,4,BunchaPigeons,2021,C,1,0,0,0,0,NA
Jared Spurgeon,17,2,8,10,4,4,26,12,23,BunchaPigeons,2021,D,0,0,0,1,0,NA
Clayton Keller,1,1,0,-1,2,0,4,1,2,BunchaPigeons,2021,"LW,RW",0,1,1,0,1,NA
Tanner Jeannot,44,14,5,-3,92,1,64,191,39,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Rasmus Andersson,3,0,0,-5,2,0,3,5,8,BunchaPigeons,2021,D,0,0,0,1,0,NA
Torey Krug,27,2,14,10,24,7,49,24,39,BunchaPigeons,2021,D,0,0,0,1,0,NA
Tomas Hertl,8,2,5,1,6,2,17,12,6,BunchaPigeons,2021,"C,LW",1,1,0,0,1,NA
Brady Skjei,2,0,1,-1,0,0,5,1,3,BunchaPigeons,2021,D,0,0,0,1,0,NA
Esa Lindell,3,1,1,-3,2,0,10,3,4,BunchaPigeons,2021,D,0,0,0,1,0,NA
Luke Schenn,15,1,3,8,13,0,19,62,31,BunchaPigeons,2021,D,0,0,0,1,0,NA
Mikael Backlund,2,0,0,0,0,0,6,3,0,BunchaPigeons,2021,C,1,0,0,0,0,NA
Jeff Petry,22,3,11,1,12,2,55,36,54,BunchaPigeons,2021,D,0,0,0,1,0,NA
Trevor Zegras,6,3,1,-7,8,4,20,6,4,BunchaPigeons,2021,C,1,0,0,0,0,NA
Jake DeBrusk,4,1,0,1,2,0,9,5,2,BunchaPigeons,2021,"LW,RW",0,1,1,0,1,NA
Jakob Chychrun,1,0,0,0,0,0,0,0,0,BunchaPigeons,2021,D,0,0,0,1,0,NA
Anders Lee,5,3,1,0,4,1,7,7,3,BunchaPigeons,2021,LW,0,1,0,0,0,NA
Dylan Strome,1,0,0,0,2,0,1,0,1,BunchaPigeons,2021,C,1,0,0,0,0,NA
Valeri Nichushkin,3,0,1,-2,0,1,7,3,1,BunchaPigeons,2021,"LW,RW",0,1,1,0,1,NA
Andrew Copp,10,5,5,11,8,0,24,7,3,BunchaPigeons,2021,C,1,0,0,0,0,NA
Hampus Lindholm,5,0,3,2,4,1,10,4,11,BunchaPigeons,2021,D,0,0,0,1,0,NA
Erik Cernak,9,0,2,-4,2,0,15,26,11,BunchaPigeons,2021,D,0,0,0,1,0,NA
Alexander Romanov,3,0,0,-1,2,0,4,5,5,BunchaPigeons,2021,D,0,0,0,1,0,NA
Brock Nelson,3,0,1,-1,0,0,2,0,2,BunchaPigeons,2021,"C,LW",1,1,0,0,1,NA
Brayden Schenn,8,4,3,4,4,3,12,15,3,BunchaPigeons,2021,"C,LW",1,1,0,0,1,NA
Gustav Forsling,7,2,2,6,0,0,18,1,11,BunchaPigeons,2021,D,0,0,0,1,0,NA
Robert Thomas,9,5,11,10,0,4,19,0,7,BunchaPigeons,2021,C,1,0,0,0,0,NA
Mattias Ekholm,1,0,0,0,0,0,2,2,0,BunchaPigeons,2021,D,0,0,0,1,0,NA
Mark Giordano,5,0,2,3,2,1,7,5,13,BunchaPigeons,2021,D,0,0,0,1,0,NA
Pat Maroon,2,0,1,1,4,0,3,3,2,BunchaPigeons,2021,LW,0,1,0,0,0,NA
John Tavares,71,24,45,-10,28,24,213,79,41,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Blake Wheeler,11,0,6,-1,8,1,22,15,6,Commissioner Coulas,2021,RW,0,0,1,0,0,NA
Zach Hyman,69,22,26,-9,34,9,194,66,28,Commissioner Coulas,2021,C,1,0,0,0,0,NA
William Nylander,78,32,45,-9,16,30,248,18,29,Commissioner Coulas,2021,"C,RW",1,0,1,0,1,NA
Josh Anderson,19,3,3,-13,15,1,47,47,3,Commissioner Coulas,2021,RW,0,0,1,0,0,NA
Mathieu Perreault,4,3,1,3,0,0,7,3,0,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Josh Morrissey,38,5,11,1,20,6,77,76,44,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Aleksander Barkov,55,28,43,29,10,19,168,42,38,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Sam Bennett,67,24,19,20,70,9,225,111,26,Commissioner Coulas,2021,C,1,0,0,0,0,NA
John Klingberg,11,0,3,-8,4,0,20,12,14,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Brent Burns,82,10,45,-15,42,18,203,55,150,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Nikita Zadorov,2,0,0,-2,2,0,5,4,2,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Connor Brown,2,0,3,-2,0,2,1,0,2,Commissioner Coulas,2021,RW,0,0,1,0,0,NA
Logan Couture,55,13,23,-8,12,11,131,66,44,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Cam Fowler,38,5,12,-5,8,9,66,20,53,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Andrew Mangiapane,51,17,11,8,26,6,112,46,22,Commissioner Coulas,2021,LW,0,1,0,0,0,NA
Zach Aston-Reese,15,1,2,1,9,0,16,44,8,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Oliver Kylington,6,0,2,2,0,1,5,2,7,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Trevor Zegras,13,3,9,-3,8,3,33,5,3,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Nicolas Deslauriers,3,0,0,1,0,0,0,6,3,Commissioner Coulas,2021,LW,0,1,0,0,0,NA
Wayne Simmonds,1,0,0,-1,18,0,0,0,0,Commissioner Coulas,2021,RW,0,0,1,0,0,NA
Vladislav Gavrikov,4,0,0,-4,4,0,5,3,3,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Valeri Nichushkin,5,3,1,5,0,0,20,3,2,Commissioner Coulas,2021,"LW,RW",0,1,1,0,1,NA
Jon Merrill,3,1,0,0,2,0,4,2,3,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Evan Rodrigues,16,6,4,0,0,4,52,13,11,Commissioner Coulas,2021,"C,LW,RW",1,1,1,0,1,NA
Jack Hughes,27,14,17,-13,0,9,104,3,5,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Brayden McNabb,19,0,2,-1,6,0,30,38,53,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Luke Kunin,9,1,0,-5,17,0,10,27,7,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Jeff Carter,15,1,2,-4,6,0,37,27,7,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Mike Matheson,3,0,0,-2,0,0,1,8,8,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Shayne Gostisbehere,24,2,11,-6,4,7,46,18,37,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Erik Gudbranson,1,0,0,2,0,0,1,1,0,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Nick Suzuki,26,8,13,-12,10,5,57,22,18,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Ben Chiarot,23,2,8,5,8,1,50,51,47,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Nick Schmaltz,21,6,13,-5,10,3,48,6,15,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Anders Lee,16,3,3,-6,10,2,31,20,9,Commissioner Coulas,2021,LW,0,1,0,0,0,NA
Noah Hanifin,16,4,13,9,0,4,40,17,12,Commissioner Coulas,2021,D,0,0,0,1,0,NA
Adrian Kempe,5,3,0,-1,4,1,22,10,4,Commissioner Coulas,2021,C,1,0,0,0,0,NA
Ryan McDonagh,1,0,0,-3,0,0,2,2,2,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Leon Draisaitl,75,54,51,19,40,38,261,46,25,Dont Drink and Draft,2021,"C,LW",1,1,0,0,1,NA
T.J. Oshie,24,5,9,-5,14,4,35,40,14,Dont Drink and Draft,2021,RW,0,0,1,0,0,NA
Kyle Connor,75,42,45,-3,4,26,299,32,22,Dont Drink and Draft,2021,LW,0,1,0,0,0,NA
Conor Garland,9,1,7,3,4,1,13,8,2,Dont Drink and Draft,2021,RW,0,0,1,0,0,NA
Oliver Ekman-Larsson,26,2,3,2,28,2,74,37,19,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Andrei Svechnikov,72,27,38,14,71,21,222,175,14,Dont Drink and Draft,2021,"LW,RW",0,1,1,0,1,NA
Sam Reinhart,57,26,42,20,9,27,139,31,22,Dont Drink and Draft,2021,"C,RW",1,0,1,0,1,NA
Drew Doughty,38,7,23,3,30,13,96,58,51,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Kirill Kaprizov,68,36,54,20,30,27,241,57,24,Dont Drink and Draft,2021,LW,0,1,0,0,0,NA
Jared Spurgeon,11,1,1,1,2,1,12,5,18,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Ryan Graves,4,0,3,4,2,0,4,7,7,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Johnny Gaudreau,73,34,69,60,24,21,236,9,9,Dont Drink and Draft,2021,LW,0,1,0,0,0,NA
Elias Lindholm,62,35,29,45,10,16,182,43,39,Dont Drink and Draft,2021,"C,RW",1,0,1,0,1,NA
Jason Robertson,61,33,33,13,20,18,174,42,20,Dont Drink and Draft,2021,LW,0,1,0,0,0,NA
Jordan Staal,6,1,1,3,4,0,10,14,3,Dont Drink and Draft,2021,"C,LW",1,1,0,0,1,NA
Artem Zub,7,0,2,-2,6,0,6,12,14,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Ryan Pulock,1,0,1,-1,0,1,0,3,1,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Rasmus Andersson,30,2,14,16,14,7,56,27,40,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Gustav Forsling,7,0,3,0,6,0,12,4,4,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Shayne Gostisbehere,11,1,4,-1,2,2,25,3,15,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Adrian Kempe,30,14,6,-1,10,6,91,30,9,Dont Drink and Draft,2021,C,1,0,0,0,0,NA
Devon Toews,63,11,43,48,20,11,152,52,83,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Nazem Kadri,56,23,46,13,45,22,207,38,16,Dont Drink and Draft,2021,C,1,0,0,0,0,NA
Alex Goligoski,4,1,1,5,2,0,4,3,5,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Tage Thompson,6,2,1,-2,0,1,22,4,2,Dont Drink and Draft,2021,C,1,0,0,0,0,NA
Evan Bouchard,12,2,2,-4,14,0,29,13,16,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Connor Murphy,3,0,0,-2,4,0,3,9,8,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
Ryan Getzlaf,2,0,1,-2,2,1,3,4,1,Dont Drink and Draft,2021,C,1,0,0,0,0,NA
Noah Dobson,5,0,0,-1,0,0,21,5,10,Dont Drink and Draft,2021,D,0,0,0,1,0,NA
